HomeAdvantage,IsRound1,Result,TeamA_Rating,TeamB_Rating
0,0,1.0,67.92,64.61
0,0,1.0,85.65,82.84
0,0,1.0,72.28,70.79
0,0,1.0,83.23,81.68
0,1,1.0,88.08,82.87
0,1,1.0,84.27,81.41
0,1,1.0,81.88,83.93
0,1,1.0,85.56,85.07
0,1,1.0,90.74,72.37
0,1,1.0,77.96,85.67
0,1,1.0,96.19,67.92
0,1,1.0,85.99,80.0
0,1,1.0,84.69,85.65
0,1,1.0,92.6,77.07
0,1,1.0,89.8,80.47
0,1,1.0,85.88,85.6
0,1,1.0,86.26,77.51
0,1,1.0,91.46,73.51
0,1,1.0,87.08,80.11
0,1,1.0,88.14,88.36
0,1,1.0,87.31,84.68
0,1,1.0,91.99,74.11
0,1,1.0,78.45,87.22
0,1,1.0,92.19,75.4
0,1,1.0,84.22,82.88
0,1,1.0,92.5,72.28
0,1,1.0,86.07,84.36
0,1,1.0,90.88,72.27
0,1,1.0,83.23,85.36
0,1,1.0,88.2,75.03
0,1,1.0,86.86,82.87
0,1,1.0,85.26,87.56
0,1,1.0,85.33,82.32
0,1,1.0,90.61,77.73
0,1,1.0,84.37,82.39
0,1,1.0,82.57,84.52
0,0,1.0,88.08,77.96
0,0,1.0,96.19,85.56
0,0,1.0,85.99,84.27
0,0,1.0,92.6,87.08
0,0,1.0,89.8,84.69
0,0,1.0,85.88,86.26
0,0,1.0,91.46,81.88
0,0,1.0,88.14,90.74
0,0,1.0,91.99,87.31
0,0,1.0,78.45,84.37
0,0,1.0,92.19,86.86
0,0,1.0,92.5,82.57
0,0,1.0,90.88,85.33
0,0,1.0,83.23,85.26
0,0,1.0,88.2,84.22
0,0,1.0,90.61,86.07
0,0,1.0,85.99,88.2
0,0,1.0,90.61,88.08
0,0,1.0,91.46,92.5
0,0,1.0,88.14,83.23
0,0,1.0,91.99,89.8
0,0,1.0,92.19,78.45
0,0,1.0,96.19,85.88
0,0,1.0,92.6,90.88
0,0,1.0,91.46,85.99
0,0,1.0,88.14,90.61
0,0,1.0,96.19,91.99
0,0,1.0,92.6,92.19
0,0,1.0,96.19,88.14
0,0,1.0,92.6,91.46
0,0,1.0,96.19,92.6
0,0,0.0,64.61,67.92
0,0,0.0,82.84,85.65
0,0,0.0,70.79,72.28
0,0,0.0,81.68,83.23
0,1,0.0,82.87,88.08
0,1,0.0,81.41,84.27
0,1,0.0,83.93,81.88
0,1,0.0,85.07,85.56
0,1,0.0,72.37,90.74
0,1,0.0,85.67,77.96
0,1,0.0,67.92,96.19
0,1,0.0,80.0,85.99
0,1,0.0,85.65,84.69
0,1,0.0,77.07,92.6
0,1,0.0,80.47,89.8
0,1,0.0,85.6,85.88
0,1,0.0,77.51,86.26
0,1,0.0,73.51,91.46
0,1,0.0,80.11,87.08
0,1,0.0,88.36,88.14
0,1,0.0,84.68,87.31
0,1,0.0,74.11,91.99
0,1,0.0,87.22,78.45
0,1,0.0,75.4,92.19
0,1,0.0,82.88,84.22
0,1,0.0,72.28,92.5
0,1,0.0,84.36,86.07
0,1,0.0,72.27,90.88
0,1,0.0,85.36,83.23
0,1,0.0,75.03,88.2
0,1,0.0,82.87,86.86
0,1,0.0,87.56,85.26
0,1,0.0,82.32,85.33
0,1,0.0,77.73,90.61
0,1,0.0,82.39,84.37
0,1,0.0,84.52,82.57
0,0,0.0,77.96,88.08
0,0,0.0,85.56,96.19
0,0,0.0,84.27,85.99
0,0,0.0,87.08,92.6
0,0,0.0,84.69,89.8
0,0,0.0,86.26,85.88
0,0,0.0,81.88,91.46
0,0,0.0,90.74,88.14
0,0,0.0,87.31,91.99
0,0,0.0,84.37,78.45
0,0,0.0,86.86,92.19
0,0,0.0,82.57,92.5
0,0,0.0,85.33,90.88
0,0,0.0,85.26,83.23
0,0,0.0,84.22,88.2
0,0,0.0,86.07,90.61
0,0,0.0,88.2,85.99
0,0,0.0,88.08,90.61
0,0,0.0,92.5,91.46
0,0,0.0,83.23,88.14
0,0,0.0,89.8,91.99
0,0,0.0,78.45,92.19
0,0,0.0,85.88,96.19
0,0,0.0,90.88,92.6
0,0,0.0,85.99,91.46
0,0,0.0,90.61,88.14
0,0,0.0,91.99,96.19
0,0,0.0,92.19,92.6
0,0,0.0,88.14,96.19
0,0,0.0,91.46,92.6
0,0,0.0,92.6,96.19
0,0,1.0,72.12,69.18
0,0,1.0,81.12,81.74
0,0,1.0,70.93,66.43
0,0,1.0,88.23,86.13
0,1,1.0,90.61,82.39
0,1,1.0,84.67,87.19
0,1,1.0,93.27,72.12
0,1,1.0,84.88,86.32
0,1,1.0,93.92,80.69
0,1,1.0,90.1,71.46
0,1,1.0,90.66,77.41
0,1,1.0,80.59,84.69
0,1,1.0,85.6,81.91
0,1,1.0,87.14,80.96
0,1,1.0,87.4,79.31
0,1,1.0,84.29,81.12
0,1,1.0,87.96,74.98
0,1,1.0,82.87,83.02
0,1,1.0,89.81,72.5
0,1,1.0,91.99,74.48
0,1,1.0,93.65,71.92
0,1,1.0,87.04,81.12
0,1,1.0,86.13,76.14
0,1,1.0,86.35,86.22
0,1,1.0,88.09,78.81
0,1,1.0,88.3,75.78
0,1,1.0,90.27,82.7
0,1,1.0,84.43,82.85
0,1,1.0,79.85,88.43
0,1,1.0,85.82,82.52
0,1,1.0,79.83,85.81
0,1,1.0,84.64,84.36
0,1,1.0,88.23,82.14
0,1,1.0,88.86,79.25
0,1,1.0,90.38,69.85
0,1,1.0,89.55,70.93
0,0,1.0,90.61,89.81
0,0,1.0,84.67,87.96
0,0,1.0,93.27,87.14
0,0,1.0,93.92,84.29
0,0,1.0,90.1,82.87
0,0,1.0,90.66,84.88
0,0,1.0,87.4,80.59
0,0,1.0,91.99,85.6
0,0,1.0,93.65,86.35
0,0,1.0,87.04,86.13
0,0,1.0,88.09,85.82
0,0,1.0,90.27,89.55
0,0,1.0,84.64,88.3
0,0,1.0,88.23,79.85
0,0,1.0,88.86,79.83
0,0,1.0,90.38,84.43
0,0,1.0,93.65,87.4
0,0,1.0,84.67,84.64
0,0,1.0,93.27,88.86
0,0,1.0,91.99,87.04
0,0,1.0,90.61,88.09
0,0,1.0,90.27,93.92
0,0,1.0,90.1,88.23
0,0,1.0,90.66,90.38
0,0,1.0,93.27,84.67
0,0,1.0,91.99,93.65
0,0,1.0,90.61,90.66
0,0,1.0,90.27,90.1
0,0,1.0,90.61,93.27
0,0,1.0,90.27,91.99
0,0,1.0,90.61,90.27
0,0,0.0,69.18,72.12
0,0,0.0,81.74,81.12
0,0,0.0,66.43,70.93
0,0,0.0,86.13,88.23
0,1,0.0,82.39,90.61
0,1,0.0,87.19,84.67
0,1,0.0,72.12,93.27
0,1,0.0,86.32,84.88
0,1,0.0,80.69,93.92
0,1,0.0,71.46,90.1
0,1,0.0,77.41,90.66
0,1,0.0,84.69,80.59
0,1,0.0,81.91,85.6
0,1,0.0,80.96,87.14
0,1,0.0,79.31,87.4
0,1,0.0,81.12,84.29
0,1,0.0,74.98,87.96
0,1,0.0,83.02,82.87
0,1,0.0,72.5,89.81
0,1,0.0,74.48,91.99
0,1,0.0,71.92,93.65
0,1,0.0,81.12,87.04
0,1,0.0,76.14,86.13
0,1,0.0,86.22,86.35
0,1,0.0,78.81,88.09
0,1,0.0,75.78,88.3
0,1,0.0,82.7,90.27
0,1,0.0,82.85,84.43
0,1,0.0,88.43,79.85
0,1,0.0,82.52,85.82
0,1,0.0,85.81,79.83
0,1,0.0,84.36,84.64
0,1,0.0,82.14,88.23
0,1,0.0,79.25,88.86
0,1,0.0,69.85,90.38
0,1,0.0,70.93,89.55
0,0,0.0,89.81,90.61
0,0,0.0,87.96,84.67
0,0,0.0,87.14,93.27
0,0,0.0,84.29,93.92
0,0,0.0,82.87,90.1
0,0,0.0,84.88,90.66
0,0,0.0,80.59,87.4
0,0,0.0,85.6,91.99
0,0,0.0,86.35,93.65
0,0,0.0,86.13,87.04
0,0,0.0,85.82,88.09
0,0,0.0,89.55,90.27
0,0,0.0,88.3,84.64
0,0,0.0,79.85,88.23
0,0,0.0,79.83,88.86
0,0,0.0,84.43,90.38
0,0,0.0,87.4,93.65
0,0,0.0,84.64,84.67
0,0,0.0,88.86,93.27
0,0,0.0,87.04,91.99
0,0,0.0,88.09,90.61
0,0,0.0,93.92,90.27
0,0,0.0,88.23,90.1
0,0,0.0,90.38,90.66
0,0,0.0,84.67,93.27
0,0,0.0,93.65,91.99
0,0,0.0,90.66,90.61
0,0,0.0,90.1,90.27
0,0,0.0,93.27,90.61
0,0,0.0,91.99,90.27
0,0,0.0,90.27,90.61
0,0,1.0,67.93,71.98
0,0,1.0,81.85,82.82
0,0,1.0,82.75,82.12
0,0,1.0,71.8,73.08
0,1,1.0,94.94,70.6
0,1,1.0,84.71,77.98
0,1,1.0,87.11,85.37
0,1,1.0,82.68,83.75
0,1,1.0,85.31,75.89
0,1,1.0,79.87,87.32
0,1,1.0,99.19,67.93
0,1,1.0,84.97,82.26
0,1,1.0,90.38,79.02
0,1,1.0,91.05,76.17
0,1,1.0,87.78,84.34
0,1,1.0,74.72,88.08
0,1,1.0,83.25,84.19
0,1,1.0,90.82,82.36
0,1,1.0,93.62,71.29
0,1,1.0,86.22,81.85
0,1,1.0,82.75,84.4
0,1,1.0,97.89,71.8
0,1,1.0,92.65,73.88
0,1,1.0,86.35,83.4
0,1,1.0,88.62,76.64
0,1,1.0,89.03,77.47
0,1,1.0,84.91,80.01
0,1,1.0,89.46,83.08
0,1,1.0,86.37,76.69
0,1,1.0,88.01,75.35
0,1,1.0,83.55,82.75
0,1,1.0,83.99,82.54
0,1,1.0,93.65,74.6
0,1,1.0,86.02,80.45
0,1,1.0,88.36,83.29
0,1,1.0,96.46,74.75
0,0,1.0,94.94,87.78
0,0,1.0,99.19,82.68
0,0,1.0,84.97,93.62
0,0,1.0,90.38,84.71
0,0,1.0,91.05,87.11
0,0,1.0,83.25,74.72
0,0,1.0,90.82,85.31
0,0,1.0,86.22,79.87
0,0,1.0,97.89,83.99
0,0,1.0,92.65,86.35
0,0,1.0,89.03,86.37
0,0,1.0,89.46,93.65
0,0,1.0,88.01,82.75
0,0,1.0,86.02,84.91
0,0,1.0,88.36,88.62
0,0,1.0,96.46,83.55
0,0,1.0,94.94,86.22
0,0,1.0,99.19,86.02
0,0,1.0,91.05,88.36
0,0,1.0,96.46,90.38
0,0,1.0,97.89,90.82
0,0,1.0,92.65,83.25
0,0,1.0,89.03,84.97
0,0,1.0,89.46,88.01
0,0,1.0,99.19,91.05
0,0,1.0,96.46,94.94
0,0,1.0,97.89,92.65
0,0,1.0,89.46,89.03
0,0,1.0,97.89,89.46
0,0,1.0,96.46,99.19
0,0,1.0,97.89,96.46
0,0,0.0,71.98,67.93
0,0,0.0,82.82,81.85
0,0,0.0,82.12,82.75
0,0,0.0,73.08,71.8
0,1,0.0,70.6,94.94
0,1,0.0,77.98,84.71
0,1,0.0,85.37,87.11
0,1,0.0,83.75,82.68
0,1,0.0,75.89,85.31
0,1,0.0,87.32,79.87
0,1,0.0,67.93,99.19
0,1,0.0,82.26,84.97
0,1,0.0,79.02,90.38
0,1,0.0,76.17,91.05
0,1,0.0,84.34,87.78
0,1,0.0,88.08,74.72
0,1,0.0,84.19,83.25
0,1,0.0,82.36,90.82
0,1,0.0,71.29,93.62
0,1,0.0,81.85,86.22
0,1,0.0,84.4,82.75
0,1,0.0,71.8,97.89
0,1,0.0,73.88,92.65
0,1,0.0,83.4,86.35
0,1,0.0,76.64,88.62
0,1,0.0,77.47,89.03
0,1,0.0,80.01,84.91
0,1,0.0,83.08,89.46
0,1,0.0,76.69,86.37
0,1,0.0,75.35,88.01
0,1,0.0,82.75,83.55
0,1,0.0,82.54,83.99
0,1,0.0,74.6,93.65
0,1,0.0,80.45,86.02
0,1,0.0,83.29,88.36
0,1,0.0,74.75,96.46
0,0,0.0,87.78,94.94
0,0,0.0,82.68,99.19
0,0,0.0,93.62,84.97
0,0,0.0,84.71,90.38
0,0,0.0,87.11,91.05
0,0,0.0,74.72,83.25
0,0,0.0,85.31,90.82
0,0,0.0,79.87,86.22
0,0,0.0,83.99,97.89
0,0,0.0,86.35,92.65
0,0,0.0,86.37,89.03
0,0,0.0,93.65,89.46
0,0,0.0,82.75,88.01
0,0,0.0,84.91,86.02
0,0,0.0,88.62,88.36
0,0,0.0,83.55,96.46
0,0,0.0,86.22,94.94
0,0,0.0,86.02,99.19
0,0,0.0,88.36,91.05
0,0,0.0,90.38,96.46
0,0,0.0,90.82,97.89
0,0,0.0,83.25,92.65
0,0,0.0,84.97,89.03
0,0,0.0,88.01,89.46
0,0,0.0,91.05,99.19
0,0,0.0,94.94,96.46
0,0,0.0,92.65,97.89
0,0,0.0,89.03,89.46
0,0,0.0,89.46,97.89
0,0,0.0,99.19,96.46
0,0,0.0,96.46,97.89
0,0,1.0,71.32,63.99
0,0,1.0,87.41,85.64
-1,0,1.0,64.66,66.27
0,0,1.0,83.47,79.99
0,1,1.0,80.13,89.24
0,1,1.0,85.67,81.99
0,1,1.0,85.76,81.9
0,1,1.0,88.06,78.1
0,1,1.0,87.88,85.31
0,1,1.0,89.27,76.0
0,1,1.0,87.02,77.22
0,1,1.0,93.55,67.67
0,1,1.0,89.78,77.41
0,1,1.0,88.37,74.04
0,1,1.0,93.33,71.32
0,1,1.0,82.98,82.4
1,1,1.0,85.58,77.31
0,1,1.0,92.14,66.77
0,1,1.0,87.41,88.01
0,1,1.0,81.77,85.79
0,1,1.0,80.56,85.21
0,1,1.0,86.83,78.64
-1,1,1.0,87.26,78.38
0,1,1.0,75.86,91.92
0,1,1.0,80.22,84.49
0,1,1.0,84.88,83.47
0,1,1.0,90.06,75.27
0,1,1.0,88.51,64.66
1,1,1.0,82.37,89.6
0,1,1.0,83.07,84.36
0,1,1.0,85.08,81.79
0,1,1.0,87.73,74.62
0,1,1.0,83.72,80.82
0,1,1.0,94.26,73.26
0,1,1.0,84.39,84.17
0,1,1.0,88.48,73.83
0,0,1.0,88.06,81.77
-1,0,1.0,87.88,85.58
0,0,1.0,89.27,89.78
0,0,1.0,87.02,80.13
0,0,1.0,93.55,85.76
0,0,1.0,88.37,87.41
0,0,1.0,93.33,82.98
0,0,1.0,92.14,85.67
0,0,1.0,87.26,80.56
-1,0,1.0,84.88,82.37
0,0,1.0,90.06,83.72
0,0,1.0,88.51,83.07
0,0,1.0,85.08,75.86
0,0,1.0,87.73,80.22
0,0,1.0,94.26,86.83
0,0,1.0,84.39,88.48
0,0,1.0,93.55,87.26
0,0,1.0,90.06,87.73
0,0,1.0,88.51,88.06
0,0,1.0,94.26,88.37
0,0,1.0,93.33,89.27
0,0,1.0,84.88,84.39
0,0,1.0,85.08,87.88
0,0,1.0,92.14,87.02
0,0,1.0,90.06,88.51
0,0,1.0,94.26,93.55
0,0,1.0,93.33,84.88
0,0,1.0,85.08,92.14
0,0,1.0,93.33,85.08
0,0,1.0,94.26,90.06
0,0,1.0,94.26,93.33
0,0,0.0,63.99,71.32
0,0,0.0,85.64,87.41
1,0,0.0,66.27,64.66
0,0,0.0,79.99,83.47
0,1,0.0,89.24,80.13
0,1,0.0,81.99,85.67
0,1,0.0,81.9,85.76
0,1,0.0,78.1,88.06
0,1,0.0,85.31,87.88
0,1,0.0,76.0,89.27
0,1,0.0,77.22,87.02
0,1,0.0,67.67,93.55
0,1,0.0,77.41,89.78
0,1,0.0,74.04,88.37
0,1,0.0,71.32,93.33
0,1,0.0,82.4,82.98
-1,1,0.0,77.31,85.58
0,1,0.0,66.77,92.14
0,1,0.0,88.01,87.41
0,1,0.0,85.79,81.77
0,1,0.0,85.21,80.56
0,1,0.0,78.64,86.83
1,1,0.0,78.38,87.26
0,1,0.0,91.92,75.86
0,1,0.0,84.49,80.22
0,1,0.0,83.47,84.88
0,1,0.0,75.27,90.06
0,1,0.0,64.66,88.51
-1,1,0.0,89.6,82.37
0,1,0.0,84.36,83.07
0,1,0.0,81.79,85.08
0,1,0.0,74.62,87.73
0,1,0.0,80.82,83.72
0,1,0.0,73.26,94.26
0,1,0.0,84.17,84.39
0,1,0.0,73.83,88.48
0,0,0.0,81.77,88.06
1,0,0.0,85.58,87.88
0,0,0.0,89.78,89.27
0,0,0.0,80.13,87.02
0,0,0.0,85.76,93.55
0,0,0.0,87.41,88.37
0,0,0.0,82.98,93.33
0,0,0.0,85.67,92.14
0,0,0.0,80.56,87.26
1,0,0.0,82.37,84.88
0,0,0.0,83.72,90.06
0,0,0.0,83.07,88.51
0,0,0.0,75.86,85.08
0,0,0.0,80.22,87.73
0,0,0.0,86.83,94.26
0,0,0.0,88.48,84.39
0,0,0.0,87.26,93.55
0,0,0.0,87.73,90.06
0,0,0.0,88.06,88.51
0,0,0.0,88.37,94.26
0,0,0.0,89.27,93.33
0,0,0.0,84.39,84.88
0,0,0.0,87.88,85.08
0,0,0.0,87.02,92.14
0,0,0.0,88.51,90.06
0,0,0.0,93.55,94.26
0,0,0.0,84.88,93.33
0,0,0.0,92.14,85.08
0,0,0.0,85.08,93.33
0,0,0.0,90.06,94.26
0,0,0.0,93.33,94.26
0,0,1.0,84.18,83.45
0,0,1.0,67.84,68.25
0,0,1.0,68.85,70.23
0,0,1.0,82.07,81.04
0,1,1.0,88.91,70.88
0,1,1.0,87.18,74.08
0,1,1.0,91.54,78.29
0,1,1.0,87.53,74.3
0,1,1.0,94.63,70.46
0,1,1.0,89.55,81.51
0,1,1.0,81.32,83.85
0,1,1.0,83.6,83.26
0,1,1.0,87.3,79.53
0,1,1.0,89.62,78.82
0,1,1.0,87.37,82.38
0,1,1.0,93.46,67.84
0,1,1.0,90.21,80.08
0,1,1.0,92.92,77.05
0,1,1.0,89.29,82.53
0,1,1.0,84.97,82.94
0,1,1.0,83.99,82.4
0,1,1.0,89.33,76.66
0,1,1.0,88.42,84.18
0,1,1.0,91.25,71.42
0,1,1.0,92.88,68.85
0,1,1.0,92.88,72.16
0,1,1.0,91.31,70.07
0,1,1.0,88.11,87.76
0,1,1.0,83.94,84.31
0,1,1.0,93.72,68.15
0,1,1.0,90.55,73.69
0,1,1.0,83.36,86.67
0,1,1.0,86.71,84.18
0,1,1.0,89.79,72.76
0,1,1.0,82.07,88.58
0,1,1.0,90.42,83.44
0,0,1.0,88.91,87.37
0,0,1.0,87.18,81.32
0,0,1.0,91.54,90.21
0,0,1.0,94.63,83.6
0,0,1.0,89.62,89.55
0,0,1.0,92.92,87.3
0,0,1.0,89.29,93.46
0,0,1.0,84.97,87.53
0,0,1.0,89.33,82.07
0,0,1.0,92.88,83.94
0,0,1.0,92.88,90.42
0,0,1.0,88.11,91.31
0,0,1.0,93.72,83.99
0,0,1.0,90.55,83.36
1,0,1.0,86.71,91.25
0,0,1.0,89.79,88.42
0,0,1.0,94.63,92.92
0,0,1.0,92.88,89.62
0,0,1.0,90.55,88.11
0,0,1.0,84.97,88.91
0,0,1.0,91.54,89.29
0,0,1.0,92.88,89.79
0,0,1.0,93.72,87.18
0,0,1.0,86.71,89.33
0,0,1.0,94.63,84.97
0,0,1.0,90.55,92.88
0,0,1.0,93.72,92.88
0,0,1.0,86.71,91.54
0,0,1.0,94.63,86.71
0,0,1.0,93.72,90.55
0,0,1.0,93.72,94.63
0,0,0.0,83.45,84.18
0,0,0.0,68.25,67.84
0,0,0.0,70.23,68.85
0,0,0.0,81.04,82.07
0,1,0.0,70.88,88.91
0,1,0.0,74.08,87.18
0,1,0.0,78.29,91.54
0,1,0.0,74.3,87.53
0,1,0.0,70.46,94.63
0,1,0.0,81.51,89.55
0,1,0.0,83.85,81.32
0,1,0.0,83.26,83.6
0,1,0.0,79.53,87.3
0,1,0.0,78.82,89.62
0,1,0.0,82.38,87.37
0,1,0.0,67.84,93.46
0,1,0.0,80.08,90.21
0,1,0.0,77.05,92.92
0,1,0.0,82.53,89.29
0,1,0.0,82.94,84.97
0,1,0.0,82.4,83.99
0,1,0.0,76.66,89.33
0,1,0.0,84.18,88.42
0,1,0.0,71.42,91.25
0,1,0.0,68.85,92.88
0,1,0.0,72.16,92.88
0,1,0.0,70.07,91.31
0,1,0.0,87.76,88.11
0,1,0.0,84.31,83.94
0,1,0.0,68.15,93.72
0,1,0.0,73.69,90.55
0,1,0.0,86.67,83.36
0,1,0.0,84.18,86.71
0,1,0.0,72.76,89.79
0,1,0.0,88.58,82.07
0,1,0.0,83.44,90.42
0,0,0.0,87.37,88.91
0,0,0.0,81.32,87.18
0,0,0.0,90.21,91.54
0,0,0.0,83.6,94.63
0,0,0.0,89.55,89.62
0,0,0.0,87.3,92.92
0,0,0.0,93.46,89.29
0,0,0.0,87.53,84.97
0,0,0.0,82.07,89.33
0,0,0.0,83.94,92.88
0,0,0.0,90.42,92.88
0,0,0.0,91.31,88.11
0,0,0.0,83.99,93.72
0,0,0.0,83.36,90.55
-1,0,0.0,91.25,86.71
0,0,0.0,88.42,89.79
0,0,0.0,92.92,94.63
0,0,0.0,89.62,92.88
0,0,0.0,88.11,90.55
0,0,0.0,88.91,84.97
0,0,0.0,89.29,91.54
0,0,0.0,89.79,92.88
0,0,0.0,87.18,93.72
0,0,0.0,89.33,86.71
0,0,0.0,84.97,94.63
0,0,0.0,92.88,90.55
0,0,0.0,92.88,93.72
0,0,0.0,91.54,86.71
0,0,0.0,86.71,94.63
0,0,0.0,90.55,93.72
0,0,0.0,94.63,93.72
